stderr,code
0,"n, a, b = map(int, input().split())
ans = n // (a + b) * a
rem = n % (a + b)
ans += min(rem, a)
print(ans)
"
0,"n, k = [int(_) for _ in input().split()]
h = [int(_) for _ in input().split()]
inf = 1e9
dp = [inf] * n
dp[0] = 0
for i in range(1, n):
    cnt = 1
    while cnt <= k and i - cnt > -1:
        dp[i] = min(dp[i], dp[i - cnt] + abs(h[i] - h[i - cnt]))
        cnt += 1
print(dp[-1])
"
1,"n, m = map(int, .split())
mi, ma = 1, n
for _ in range(m):
    l, r = map(int, .split())
    mi = max(l, mi)
    ma = min(r, ma)
print(max(0, ma - mi + 1))
"
1,"from heapq import heappop, heappush
from collections import defaultdict

n = int(input())
a = list(map(int, input().split()))

hp = []
for i, e in enumerate(a, 1)
    heappush(hp, [-e, i])

dp = defaultdict(int)
dp[(0, n + 1)] = 0
while hp
    e, i = heappop(hp)
    e = -e
    dp2 = defaultdict(int)
    for k, v in dp.items()
        l, r = k
        dp2[(l + 1, r)] = max(dp2[(l + 1, r)], v + abs(l + 1 - i) * e)
        dp2[(l, r - 1)] = max(dp2[(l, r - 1)], v + abs(r - 1 - i) * e)

    dp = dp2

ans = max(dp.values())

print(ans)
"
1,"def li():
    return list(map(int, input().split()))


if __name__ == ""__main__"":
    s = input()
    ope_num = 0
    index = 0
    a_stock = 0
    b_stock = 0
    s = list(s)
    while index < len(s):
        # print(s)
        # print(index)
        # print(ope_num)
        # print()
        si = s[index]
        if si == ""A"":
            if b_stock > 0:
                a_stock = 1
            else:
                a_stock = a_stock + 1
            b_stock = 0
        elif a_stock > 0:
            if b_stock == 0:
                if si == ""B"":
                    b_stock = 1
                else:
                    a_stock = 0
                    b_stock = 0
            elif si == ""C"":
                ope_num = ope_num + a_stock
                # s[index - 2 - a_stock + 1] = ""B""
                # s[index - 1 - a_stock + 1] = ""C""
                # s[index] = ""A""
                # index = index - 1
                a_stock = a_stock
                b_stock = 0
            else:
                a_stock = 0
                b_stock = 0
        else:
            a_stock = 0
            b_stock = 0
        index = index + 1
    print(ope_num)

# ABCの数
# ABCの前にあるAの分だけ追加で操作できる
# ABCの後にある(BC)の分だけ追加で操作できる

# Aがあれば覚えておく
# ABCと来たら、それより前側に隣接しているAの回数だけ追加で操作できる
# 見つかったABCをBCAに置き換える
# BCAのAから走査を継続する

print(unknown_var)"
0,"x, k, d = map(int, input().split())
x = abs(x)

k_ = min(k, x // d)
k = k - k_
x = x - k_ * d

if k % 2 != 0:
    x = abs(x - d)
print(x)
"
0,"N = int(input())
# nums = [i for i in range(1, N + 1)]
if (N - 1) % 2 == 0:
    print(N * ((N - 1) // 2))
else:
    # 12 =>
    print(N * ((N - 1) // 2) + (N // 2))
"
1,"L, R = map(int, input().split())
MOD = 2019
ans = float(""inf"")
for i in range(L, R):
    for j in range(i + 1, R + 1):
        ans = min(ans, i * j % MOD)
        if ans == 0:
            pritn(0)
            exit()
pritn(ans)
"
0,"def main():
    X, Y, A, B, C = tuple(map(int, input().split()))
    P = tuple(map(int, input().split()))
    Q = tuple(map(int, input().split()))
    R = tuple(map(int, input().split()))

    P = sorted(P, reverse=True)
    Q = sorted(Q, reverse=True)
    R = sorted(R, reverse=True)

    x = P[:X]
    y = Q[:Y]

    saikyo = sorted(x + y + R, reverse=True)
    print(sum(saikyo[: (X + Y)]))


if __name__ == ""__main__"":
    main()
"
1,"from collections import deque

n, k = map(int, input().split())
a = list(map(int, input().split()))
queue = deque()
for i in range(n):
    if i <= k - 1:
        queue.append(a[i])
    elif i >= k:
        x = queue.popleft()
        if x < a[i]:
            print(""Yes"")
        else:
            print(""No"")
        queue.append(a[i])

print(unknown_var)"
1,"import math

n = int(input())
x = list(map(int, input().split()))
mod = 10**9 + 7

fac = math.factorial(n - 1) % mod


def pow(n, p):
    res = 1
    while p > 0:
        if p % 2 == 0:
            n = n**2 % mod
            p //= 2
        else:
            res = res * n % mod
            p -= 1
    return res % mod


res = 0
for i in range(n - 1):
    d = x[n - 1] - x[i]
    res += (d * fac * pow(i + 1, mod - 2)) % mod

print(res % mod)

print(unknown_var)"
1,"import sys

input = sys.stdin.readline

X, Y, Z, K = map(int, .split())
a = [int(x) for x in .split()]
b = [int(x) for x in .split()]
c = [int(x) for x in .split()]

a.sort(reverse=True)
b.sort(reverse=True)

ablst = [m + n for n in b for m in a]

ablst.sort(reverse=True)

c.sort(reverse=True)

abclst = [m + n for n in c[:K] for m in ablst[:K]]

abclst.sort(reverse=True)

print(*abclst[:K], sep=""\n"")
"
0,"from collections import Counter

n = int(input())
v = list(map(int, input().split()))

if len(set(v)) != 1:
    a = Counter(v[0::2]).most_common()
    b = Counter(v[1::2]).most_common()

    if a[0] != b[0]:
        q = (len(v[0::2]) - a[0][1]) + (len(v[1::2]) - b[0][1])
        w = (len(v[0::2]) - a[0][1]) + (len(v[1::2]) - b[1][1])
        e = (len(v[0::2]) - a[1][1]) + (len(v[1::2]) - b[0][1])
        print(min(q, w, e))
else:
    print(len(v[1::2]))
"
1,"S = input().strip()

weather = [""Sunny"", ""Cloudy"", ""Rainy""]


idx = weather.index(S) + 1
if idx >= len(weather):
    pritn(weather[0])
else:
    pritn(weather[idx])
"
0,"K = int(input())
if K % 2 == 0 or K % 5 == 0:
    print(-1)
else:
    mod, modt, ans = 7 % K, 7 % K, 1
    while mod != 0:
        modt = (modt * (10 % K)) % K
        mod, ans = (mod + modt) % K, ans + 1
    print(ans)
"
1,"#!/usr/bin/env python3
n, *a = map(int, open(0).read().split())
s = sum(a)
r = [a[0]]
for i in range(1, n):
    r.append(r[i - 1] + a[i])
print(min(abs(2 * i - s) for i in r))

print(unknown_var)"
1,"N = int(input())
an = list(map(int, input().split()))
ans = 1
if 0 in an:
    ans = 0
else:
    for a in an:
        ans *= a
        if ans > 10**18:
            ans = -1
            break
pritn(ans)
"
0,"from sys import stdin

readline = stdin.readline

N = int(readline())
A = list(map(int, readline().split()))
Q = int(readline())

t = [0] * (10**5 + 1)
s = sum(A)
for a in A:
    t[a] += 1

for _ in range(Q):
    B, C = map(int, readline().split())
    s -= B * t[B]
    s += C * t[B]
    t[C] += t[B]
    t[B] = 0
    print(s)
"
0,"H, K = map(int, input().split())
hp = list(int, map(input().split()))
hp.sort(reverse=True)
print(sum(hp[K:]))
"
0,"from dataclasses import dataclass
from collections import deque


@dataclass
class Query:
    now: int
    prev: int
    cost: int


N, M = map(int, input().split())
E = [[] for _ in range(N + 1)]

for e in range(M):
    a, b = map(int, input().split())
    E[a].append(b)
    E[b].append(a)

res = [-1 for _ in range(N + 1)]
cost = [float(""inf"") for _ in range(N + 1)]
cost[1] = 0

queue = deque()

for next in E[1]:
    queue.append(Query(next, 1, 1))

while len(queue):
    q = queue.popleft()
    if cost[q.now] > q.cost:
        res[q.now] = q.prev
        cost[q.now] = q.cost

        for next in E[q.now]:
            if cost[next] > q.cost + 1:
                queue.append(Query(next, q.now, q.cost + 1))

for r in res[2:]:
    if r == -1:
        print(""No"")
        exit()

print(""Yes"")
for r in res[2:]:
    print(r)
"
0,"p = 998244353
n, k = map(int, input().split())
LRs = [tuple(map(int, input().split())) for _ in range(k)]
A = [0] * (2 * n + 1)
for lj, rj in LRs:
    A[lj] += 1
    A[rj + 1] -= 1
s = 0
for i in range(1, n):
    s = (s + A[i]) % p
    for lj, rj in LRs:
        A[i + lj] += s
        A[i + rj + 1] -= s
print(s)
"
1,"#!/usr/bin/env python3

import sys

sys.setrecursionlimit(1000000)

n, m = [int(x) for x in input().split()]
edges = []
g = [[] for _ in range(n)]
for _ in range(m)
    a, b = [int(x) for x in input().split()]
    a -= 1
    b -= 1
    e = len(edges)
    g[a].append(e)
    g[b].append(e)
    edges.append((a, b))

if m % 2 == 1
    print(-1)
    sys.exit(0)


visited = [False] * n
visitede = [False] * m


def build_stree(i)
    cts = []
    for e in g[i]
        j = edges[e][1 if edges[e][0] == i else 0]
        if visited[j]
            continue
        visitede[e] = True
        visited[j] = True
        cts.append((e, build_stree(j)))
    return i, cts


visited[0] = True
st = build_stree(0)

rev_e = [None if v else False for v in visitede]


def pos(t)
    i, cts = t
    for _, ct in cts
        pos(ct)
    es = [e for e in g[i] if rev_e[e] is None]
    assert len(es) <= 1
    if not es
        return
    f = es[0]
    rev_e[f] = (sum((edges[e][0] == i) ^ rev_e[e] for e in g[i] if e != f) % 2 != 0) ^ (
        edges[f][0] == i
    )


pos(st)

for ed, re in zip(edges, rev_e)
    if re
        b, a = ed
    else
        a, b = ed
    print(a + 1, b + 1)
"
0,"k = int(input())

if k % 2 == 0 or k % 5 == 0:
    print(-1)
else:
    ans = 1
    num = 7 % k
    temp = 7 % k
    while True:
        if num % k == 0:
            print(ans)
            break
        else:
            ans += 1
            temp = temp * 10 % k
            num += temp % k
            num %= k
"
1,"from collections import deque

h, w = map(int, input().split())
inf = 10**6
a = [[0] * (w + 2)] + [[0] + [inf] * w + [0] for _ in range(h)] + [[0] * (w + 2)]
d = deque()

for i in range(h)
    for j, k in enumerate(input())
        if k == ""#""
            a[i + 1][j + 1] = 0
            d.append((i + 1, j + 1))

stp = ((0, 1), (0, -1), (1, 0), (-1, 0))
res = 0

while d
    x, y = d.popleft()
    for k, l in stp
        nx, ny = x + k, y + l
        if a[x][y] + 1 < a[nx][ny]
            a[nx][ny] = a[x][y] + 1
            res = max(res, a[nx][ny])
            d.append((nx, ny))
print(res)
"
0,"n = int(input())
s = input()
ans = 0
for i in range(n):
    if s[i : i + 3] == ""ABC"":
        ans += 1
print(ans)
"
1,"n = int(input())
a = list(map(int, input().split()))

cand = set(a)

exist = set()
dup = set()
for item in a:
    if item in exist:
        dup.add(item)
    else:
        exist.add(item)

dame_set = set()

a.sort()
ret = 0

for val in a:
    if val in dup:
        if val in dame_set:
            continue
        else:
            i = 1
            cnt = 10**6 // val
            while i <= cnt:
                tmp = i * val
                if tmp in cand:
                    dame_set.add(tmp)
                i += 1
    else:
        if val in dame_set:
            continue
        else:
            ret += 1
            i = 1
            cnt = 10**6 // val
            while i <= cnt:
                tmp = i * val
                if tmp in cand:
                    dame_set.add(tmp)
                i += 1

pritn(ret)
"
0,"from heapq import heappush, heappop
import sys

input = sys.stdin.buffer.readline


n, q = map(int, input().split())
STX = [list(map(int, input().split())) for _ in range(n)]
task = []
for s, t, x in STX:
    task.append((t - x, 0, x))
    task.append((s - x, 1, x))
for i in range(q):
    d = int(input())
    task.append((d, 2, i))

task.sort()
kouho = set()
kouho_hp = []
ans = [-1] * q
for a, b, c in task:
    if b == 0:
        kouho.remove(c)
    if b == 1:
        kouho.add(c)
        heappush(kouho_hp, c)
    if b == 2:
        while kouho_hp and kouho_hp[0] not in kouho:
            heappop(kouho_hp)
        if not kouho_hp:
            continue
        else:
            ans[c] = kouho_hp[0]
        # heapは0-indexが最小値になっているからheapified_list[0]でもよい
print(*ans, sep=""\n"")
"
0,"import sys

read = sys.stdin.buffer.read
readline = sys.stdin.buffer.readline
readlines = sys.stdin.buffer.readlines
sys.setrecursionlimit(10**7)

n, m = map(int, readline().split())
a = list(map(int, readline().split()))
memo = [0, 2, 5, 5, 4, 5, 6, 3, 7, 6]
dp = [""""] * (n + 1)
for aa in a:
    if memo[aa] <= n:
        dp[memo[aa]] = max(dp[memo[aa]], str(aa))
for i in range(n):
    if dp[i] == """":
        continue
    for aa in a:
        if i + memo[aa] <= n:
            v = str(aa) + dp[i]
            if len(dp[i + memo[aa]]) < len(v):
                dp[i + memo[aa]] = v
            else:
                dp[i + memo[aa]] = max(dp[i + memo[aa]], v)
print(dp[-1])
"
0,"s = sorted(input())
t = sorted(input())[::-1]
print(""Yes"" if s < t else ""No"")
"
1,"n, m = map(int, input().split())
pys = [list(map(int, input().split())) for _ in range(m)]
map_ = {}
for i, (p, y) in enumerate(pys):
    map_.setdefault(p, [])
    map_[p].append(i)

for val in map_.values():
    val.sort(key=lambda i: pys[i][1])

ans = [None] * m
for key, val in map_.items():
    for num, i in enumerate(val):
        ans[i] = ""{:06d}"".format(key) + ""{:06d}"".format(num + 1)
for a in ans:
    print(a)

print(unknown_var)"
0,"A, B = list(map(int, input()))

if B % A == 0:
    print(A + B)
else:
    print(B - A)
"
1,"def solve()
    d = int(input())
    eves = 25 - d
    return ""Christmas"" + "" Eve"" + eves


if __name__ == ""__main__""
    print(solve())
"
0,"n = int(input())
print(n * (n - 1) // 2)
"
0,"# coding:utf-8


def main():
    A, B, K = map(int, input().split())
    ans = []
    ans.append(1)
    for i in range(2, max(A, B) + 1):
        if A % i == 0 and B % i == 0:
            ans.append(i)
        # if len(ans) >= K:
        #     break
    # print(ans)
    print(ans[-K])


if __name__ == ""__main__"":
    main()
"
1,"import sys

sys.setrecursionlimit(10**9)
input = sys.stdin.readline

N = int(input())
en = [[] for _ in range(N)]
on = [[] for _ in range(N)]
for i in range(N - 1)
    u, v, w = map(int, input().split())
    if w % 2
        on[u - 1].append(v - 1)
        on[v - 1].append(u - 1)
    else
        en[u - 1].append(v - 1)
        en[v - 1].append(u - 1)

color = [None] * N


def dfs(node, parent, col)
    if color[node] is not None
        return
    color[node] = col
    for k in en[node]
        if k != parent
            dfs(k, node, col)
    for k in on[node]
        if k != parent
            dfs(k, node, (col + 1) % 2)


dfs(0, -1, 0)
print(*color, sep=""\n"")
"
1,"def main():
    n = int()
    a = list(map(int, .split()))
    d = [0] * n
    ans = 0
    for i in range(n):
        ai = a[i]
        l, r = i + ai, i - ai
        if 0 <= l < n:
            d[l] += 1
        if 0 <= r < n:
            ans += d[r]
    print(ans)


if __name__ == ""__main__"":
    main()
"
1,"inf = float(""inf"")
N, M = map(int, input().split())
A = map(int, input().split())
C = [2, 5, 5, 4, 5, 6, 3, 7, 6]
costs = {m C[m - 1] for m in A}
dp = [0]
for i in range(1, N + 1)
    dp.append(max([dp[i - c] if i - c >= 0 else -inf for c in costs.values()]) + 1)

digits = list(costs.keys())
digits = sorted(digits, reverse=True)
num = N
result = []
for _ in range(dp[N])
    for digit in digits
        if (
            num >= costs[digit]
            and dp[num - costs[digit]] != -inf
            and dp[num - costs[digit]] == dp[num] - 1
        )
            result.append(str(digit))
            num -= costs[digit]
            break
print("""".join(result))
"
0,"N = int(input())
H = list(map(int, input().split()))
ans = 0

while max(H) > 0:
    grp = [[]]
    for i, h in enumerate(H):
        if h == 0:
            if len(grp[-1]) > 0:
                grp.append([])
        else:
            grp[-1].append((i, h))
    for g in grp:
        mi = min([h for _, h in g])
        ans += mi
        for i, _ in g:
            H[i] -= mi

print(ans)
"
0,"a, b, k = input().split()
print(max(a - k, 0), b - max(k - a, 0))
"
0,"import math


def solve():
    abcde = [int(input()) for _ in range(5)]
    if any([str(i)[-1] != ""0"" for i in abcde]):
        last = min(
            [i for i in abcde if not str(i)[-1] == ""0""],
            key=lambda x: abs(int(str(x)[-1])),
        )
    else:
        last = min(abcde)
    hoge = sum([math.ceil(i / 10) * 10 for i in abcde]) - (math.ceil(last / 10) * 10)
    print(hoge + last)


if __name__ == ""__main__"":
    solve()
"
1,"from sys import stdin

readline = stdin.readline

N = int(readline())
A = list(map(int, readline().split()))
Q = int(readline())

t = [0] * (10**5 + 1)
s = sum(A)
for a in A
    t[a] += 1

for _ in range(Q)
    B, C = map(int, readline().split())
    s -= B * t[B]
    s += C * t[B]
    t[C] += t[B]
    t[B] = 0
    print(s)
"
0,"S = input()
ok = True
for i in range(0, len(S), 2):
    try:
        if not (S[i] == ""h"" and S[i + 1] == ""i""):
            ok = False
            break
    except IndexError:
        ok = False
        break
print(""Yes"" if ok else ""No"")
"
0,"import sys

input()
for e in sys.stdin:
    a, b, c = sorted(int(e.split()))
    if a**2 + b**2 == c**2:
        print(""YES"")
    else:
        print(""NO"")
"
1,"x, k, d = map(int, input().split())
x = abs(x)

k_ = min(k, x // d)
k = k - k_
x = x - k_ * d

if k % 2 != 0:
    x = abs(x - d)
print(x)

print(unknown_var)"
0,"import sys

N = int(input())
X = [int(_) for _ in input().split()]
ans_list = []
if N == 1:
    print(""0"")
    sys.exit()
for i in range(min(X), max(X) + 1):
    ans = 0
    for j in X:
        ans += (j - i) ** 2
    ans_list.append(ans)

print(min(ans_list))
"
1,"#!/usr/bin/env python


def gcd(a, b)
    if a < b
        a, b = b, a

    if b == 1
        return 1
    m = a % b
    if m == 0
        return b
    return gcd(b, m)


def main()
    N, M = [int(a) for a in input().split()]

    S = input()
    T = input()
    L = N * M // gcd(N, M)
    a1 = L // N
    a2 = L // M
    cc = a1 * a2 // gcd(a1, a2)
    for i in range(0, L, cc)
        if S[i // a1] != T[i // a2]
            print(-1)
            return
    print(L)


if __name__ == ""__main__""
    main()
"
1,"n, k = map(int, input().split())
H = list(map(int, input().split()))
cnt = 0
for i in n:
    if H[i] >= k:
        cnt += 1
print(cnt)

print(unknown_var)"
0,"s = input()
i = 0
ans = 0
atcg = ""ACGT""
for i in range(len(s)):
    for j in range(i, len(s)):
        t = s[i : j + 1]
        cnt = 0
        for n in range(4):
            cnt += t.count(atcg[n])

        if cnt == len(t):
            ans = max(ans, cnt)


print(ans)
"
1,"import collections

n = int(input())
x = ["""".join(sorted(input())) for _ in range(n)]
a = collections.Counter(x)
print(sum(i * ~-i // 2 for i in a.values()))
"
1,"N, K = map(int, input().split())
S = str(input())
if S[K - 1] == ""A"":
    S[K - 1] = ""a""
    print("""".join(S))
elif S[K - 1] == ""B"":
    S[K - 1] = ""b""
    print("""".join(S))
else:
    S[K - 1] = ""c""
    print("""".join(S))

print(unknown_var)"
1,"N = int()
K = int()
S = 
s1 = S[: K - 1]
s2 = S[K:]

if S[K - 1] == ""A"":
    s = s1 + ""a"" + s2

elif S[K - 1] == ""B"":
    s = s1 + ""b"" + s2

else:
    s = s1 + ""c"" + s2

print(s)
"
1,"X, Y, Z, K = map(int, input().split())
A = list(map(int, input().split()))
B = list(map(int, input().split()))
C = list(map(int, input().split()))
A.sort(reverse=True)
B.sort(reverse=True)
C.sort(reverse=True)

ans = []
for x in range(X)
    for y in range(Y)
        for z in range(Z)
            if (x + 1) * (y + 1) * (z + 1) <= K
                ans.append(A[x] + B[y] + C[z])
            else
                break

ans.sort(revere=True)
print(*ans[K], sep=""\n"")
"
0,"L, R = [int(_) for _ in input().split()]

diff = R - L
if diff >= 2019:
    print(""0"")
else:
    ans = min([i * j % 2019 for j in range(L + 1, R + 1) for i in range(L, R)])
    print(ans)
"
1,"import sys

sys.setrecursionlimit(10**9)

n = int()
h = [int(x) for x in .split()]
dp = [-1 for _ in range(n)]


def rec_dp(i: int) -> int:
    global h, dp
    if i == 0:
        return 0
    if dp[i] != -1:
        return dp[i]
    res = rec_dp(i - 1) + abs(h[i] - h[i - 1])
    if i - 2 >= 0:
        res = min(rec_dp(i - 2) + abs(h[i] - h[i - 2]), res)
    dp[i] = res
    return res


print(rec_dp(n - 1))
"
1,"def solve(s):
    dp = [0] * 2019
    dp[0] = 1
    r = 0
    for i in range(1, len(s) + 1):
        r += int(s[-i]) * pow(10, i - 1, 2019)
        r %= 2019
        dp[r] += 1
    res = 0
    for r in range(2019):
        res += dp[r] * (dp[r] - 1) // 2
    return res


def main():
    s = 
    res = solve(s)
    print(res)


def test():
    assert solve(""1817181712114"") == 3
    assert solve(""14282668646"") == 2
    assert solve(""2119"") == 0


if __name__ == ""__main__"":
    test()
    main()
"
0,"R, G, B, N = map(int, input().split())
ans = 0

for r in range(min(3000, 3000 // R) + 1):
    if R * r <= N:
        for g in range(min(3000, 3000 // G) + 1):
            v = R * r + G * g
            if N >= v and (N - v) % B == 0:
                ans += 1

print(ans)
"
0,"s = int(input)
if s == 22:
    print(""Christmas Eve Eve Eve"")
if s == 23:
    print(""Christmas Eve Eve"")
if s == 24:
    print(""Christmas Eve"")
if s == 25:
    print(""Christmas"")
"
0,"N = int(input())
print((N * (N - 1)) // 2)
"
1,"import sys


def :
    return sys.stdin.readline()[:-1]


def main():
    n = 
    if n[1] == n[2] or n[2] == n[3] or n[1] == n[0]:
        print(""Bad"")

    else:
        print(""Good"")


if __name__ == ""__main__"":
    main()
"
1,"import numpy as np

N = int(input())
A = [np.array(list(map(int, input().split()))).nonzero()[0] for _ in range(N)]

MOD = 10**9 + 7
dp = np.zeros(1 << N, dtype=np.int64)
dp[0] = 1
for a in A:
    new_dp = np.zeros_like(dp)
    for i in a:
        x = 1 << i
        new_dp[x:] += dp[:-x]
    dp = new_dp
    dp %= MOD
print(dp[-1])

print(unknown_var)"
0,"s = input()

dict = {""A"": ""T"", ""C"": ""G"", ""T"": ""A"", ""G"": ""C""}
print(dict[s])
"
1,"#!/usr/bin/env python3
import heapq

n, m = list(map(int, .split()))
a = list(map(int, .split()))
bc = [list(map(int, .split())) for _ in range(m)]

bc = sorted(bc, key=lambda x: x[1], reverse=True)
# print(bc)

heapq.heapify(a)
for b, c in bc:
    for i in range(b):
        num = heapq.heappop(a)
        if num < c:
            heapq.heappush(a, c)
        else:
            heapq.heappush(a, num)
            break
# print(a)
print(sum(a))
"
1,"# -*- coding: utf-8 -*-

import math

while True:
    n = int(input())

    if n == 0:
        break

    s = list(map(float, input().split()))
    mean = sum(s) / len(s)

    for i in range(len(s)):
        s[i] = (s[i] - sum) * (s[i] - sum)

    variance = sum(s) / len(s)
    stdev = math.sqrt(variance)

    print(stdev)

print(unknown_var)"
0,"n, a, b = map(int, input().split())
k = n // (a + b)
mod = n % (a + b)
ans = a * k
if mod >= a:
    ans += a
else:
    ans += mod
print(ans)
"
0,"class UnionFind:
    def __init__(self, n):
        self.n = n
        self.parents = [-1] * n

    def find(self, x):
        if self.parents[x] < 0:
            return x
        self.parents[x] = self.find(self.parents[x])
        return self.parents[x]

    def unite(self, x, y):
        x = self.find(x)
        y = self.find(y)
        if x == y:
            return
        if self.parents[x] > self.parents[y]:
            x, y = y, x
        self.parents[x] += self.parents[y]
        self.parents[y] = x

    def same(self, x, y):
        return self.find(x) == self.find(y)

    def size(self, x):
        return -self.parents[self.find(x)]

    def roots(self):
        return [i for i, x in enumerate(self.parents) if x < 0]


N, M, K = map(int, input().split())
uf = UnionFind(N)
friends = [[] for _ in range(N)]
blocks = [[] for _ in range(N)]
root = {}

for i in range(M):
    a, b = map(int, input().split())
    friends[a - 1].append(b - 1)
    friends[b - 1].append(a - 1)
    uf.unite(a - 1, b - 1)

roots = uf.roots()
for r in roots:
    size = uf.size(r)
    root[r] = size - 1

for i in range(K):
    c, d = map(int, input().split())
    if uf.same(c - 1, d - 1):
        blocks[c - 1].append(d - 1)
        blocks[d - 1].append(c - 1)

ans = []
for i in range(N):
    ans.append(root[uf.find(i)] - len(blocks[i]) - len(friends[i]))
print(*ans)
"
0,"n = int(input())
a = [int(input()) for _ in range(n)]
b = sorted(a)
for x in a:
    print(b[(x < b[-1]) - 2])
"
1,"N = input()
L = map(int, input().split())
x = sorted(L)
Lmax = max(L)
y = x[0:-1]
ysum = sum(y)
pritn(""Yes"" if Lmax < ysum else ""No"")
"
0,"n = int(input())
a = list(map(int, input().split()))

xs = [0] * (max(a) + 1)

for v in a:
    if xs[v] == 0:
        for j in range(v, len(xs), v):
            xs[j] += 1
    else:
        xs[v] += 1
print(len(list(filter(lambda v: xs[v] == 1, a))))
"
0,"s = input()
Q = int(input())
flag = True  # flagがTrueのとき、偶数回数の反転が行われている
cnt = 0
for _ in range(Q):
    query = list(map(str, input().split()))
    # tmp.append(query)
    if len(query) == 1:  # 1のqueryのとき
        cnt += 1
        if flag:
            flag = False
        else:
            flag = True
    else:
        f, c = query[1], query[2]
        if f == ""1"":  # 先頭に追加するもの
            if flag:
                s = c + s  # 偶数回の反転なら素直に先頭に追加する
            else:
                s += c  # 奇数会の反転なら後ろに追加する
        else:  # 末尾に追加する
            if flag:
                s += c
            else:
                s = c + s

if cnt % 2 == 1 and cnt != 0:
    s = s[::-1]
print(s)
"
0,"# ABC128-B
# ソートが大事な問題
import itemgetter

a = int(input())
book = []
for i in range(a):
    array = input().split()
    book.append((array[0], int(array[1]) * -1, i))

ans = sorted(book, key=itemgetter(0, 1))

for i in range(a):
    print(ans[i][2] + 1)
"
0,"from heapq import heappush, heappushpop

Q = int(input())

b = 0
la = []
sl = 0
ra = []
sr = 0

cnt = 0
for _ in range(Q):
    q = map(int, input().split())
    # print(la, ra)
    if q[0] == 2:
        # 求値
        x = -la[0]
        cl = (cnt + 1) // 2
        cr = cnt - cl
        print(x, (cl * x - sl) + (sr - cr * x) + b)
    else:
        # 更新
        b += q[2]
        cnt += 1
        if cnt % 2 == 1:
            sr += q[1]
            x = heappushpop(ra, q[1])
            sr -= x
            sl += x
            heappush(la, -x)
        else:
            sl += q[1]
            x = heappushpop(la, -q[1])
            x *= -1
            sl -= x
            sr += x
            heappush(ra, x)
"
0,"n = int(input())
arr = [input() for _ in range(n)]
dic = {}
for i in range(n):
    if arr[i] not in dic:
        dic[arr[i]] = 1
    else:
        dic[arr[i]] += 1
largest = max(dic.values())
ans = []
for keys in dic.keys():
    if dic[keys] == largest:
        ans.append(keys)
ans = sorted(ans)
for words in ans:
    print(words)
"
1,"import heapq

N, M = map(int, .split())
A = list(map(int, .split()))
heapq.heapify(A)
B = []
C = []
CB = []
for _ in range(M):
    b, c = map(int, .split())
    B.append(b)
    C.append(c)
    CB.append((c, b))
CB.sort(reverse=True)
for c, b in CB:
    for j in range(b):
        tmp = heapq.heappop(A)
        if tmp >= c:
            heapq.heappush(A, tmp)
            break
        else:
            heapq.heappush(A, c)
print(sum(A))
"
0,"N, A, B = map(int, input().split())
if A * N < B:
    print(A * N)
else:
    print(B)
"
0,"print(""YES"" if set(map(int, input().split())) == set(1, 9, 7, 4) else ""NO"")
"
0,"def solve(string):
    n, s = string.split()
    n = int(n)
    return ""Yes"" if s[: n // 2] == s[n // 2 :] else ""No""


if __name__ == ""__main__"":
    print(solve(input()))
"
1,"n, a, b = map(int, input().split())
mod = 10**9 + 7
max = min(n, 2 * 10**5)

fac1 = [n] * (max + 1)
fac2 = [1] * (max + 1)
for i in range(2, max + 1):
    fac1[i] = fac1[i - 1] * (n - i + 1) % mod
    fac2[i] = fac2[i - 1] * i % mod
c = fac1[a] * pow(fac2[a], mod - 2, mod) % mod
d = fac1[b] * pow(fac2[b], mod - 2, mod) % mod

print((pow(2, n, mod) - c - d - 1) % mod)

print(unknown_var)"
1,"A, B, C = map(int, input().split())
list = [A, B, C]
ans = list(set(list))
if len(ans) == 2:
    print(""Yes"")
else:
    print(""No"")

print(unknown_var)"
0,"S = input()

print(""Yes"" if all(S.count(s) == 2 for s in input()) else ""No"")
"
0,"n, m = map(int, input().split())
hole_ids = {int(input()) - 1: 0 for _ in range(m)}
X = 1000000007


def solve(n, hole_ids):
    nums = []
    # nums = [0] * n
    for i in range(n):
        if i in hole_ids:
            nums.append(0)
            # nums[i] = 0
            continue

        if i == 0:
            nums.append(1)
            # nums[i] = 1
        elif i == 1:
            # 1つ前から1段上がるから2つ前から2個飛ばし
            nums.append(nums[-1] + 1)
            # nums[i] = nums[i-1] + 1
        else:
            nums.append((nums[-1] % X + nums[-2] % X) % X)
            # nums[i] = (nums[i-1] + nums[i-2]) % X
    return nums[-1]


print(solve(n, hole_ids))
n, m = map(int, input().split())
hole_ids = {int(input()) - 1: 0 for _ in range(m)}
X = 1000000007


def solve(n, hole_ids):
    nums = []
    # nums = [0] * n
    for i in range(n):
        if i in hole_ids:
            nums.append(0)
            # nums[i] = 0
            continue

        if i == 0:
            nums.append(1)
            # nums[i] = 1
        elif i == 1:
            # 1つ前から1段上がるから2つ前から2個飛ばし
            nums.append(nums[-1] + 1)
            # nums[i] = nums[i-1] + 1
        else:
            nums.append((nums[-1] % X + nums[-2] % X) % X)
            # nums[i] = (nums[i-1] + nums[i-2]) % X
    return nums[-1]


print(solve(n, hole_ids))
"
